index,Name,Age,Breed1,Breed2,BreedCount,Gender,Color1,Color2,Color3,ColorCount,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,Description,PetID,PhotoAmt,AdoptionSpeed
6977,,0,307,0,1,3,1,2,7,3,2,1,2,2,2,1,4,0,41401,f6977fb2774b578a785772c791c72853,0,"The female dog in college gave birth to 4 cute puppies(3 males, 1 female). They need a new home.. Please contact me..",98d3a24b8,3,1.0
6978,Mikio,8,69,0,1,2,3,0,0,1,2,2,1,1,2,1,1,0,41326,af15ea620ad29ee81eade3ba7bd9afcd,0,"Mikio was born on 2 April and she's 8 months old now. When i first started to take care of her, she was just 2 months old through a pet owner from Penang. She's a good girl, playful and has her own personality. However, at times she could be insecured when strangers approaching. Myself is a working young adult, as my schedule gets tighter and tighter, i wouldn't have much time for her like i used to. If you are a pet lover and is interested to keep Mikio, we will be sharing tips on how she can be properly managed. Drop me a line, thank you.",2cc0c6dee,3,3.0
6979,Lynx,13,206,109,2,1,1,2,7,3,3,2,1,1,2,1,1,0,41326,e24b1f073d9c3d18be61f5cc667640c5,0,"I have a year old puppy that is a hybrid of my Siberian Husky (Father) and Golden Retriever (Mother). Both the parents are pure breed large sized dogs with MKA cert. I only have 1 male puppy who is fully grown looking for a wonderful home. The puppy is not with me in Subang Jaya but with the previous adopter in Cheras. Due to change of circumstances, he has asked me to find a home for the puppy. I have with me the parents and Lynx's brother and sister. Anyone interested may visit me to see if they are serious about adopting Lynx (puppy for adoption) from the current owner. I am looking for anyone within Klang Valley with the means to spend RM or more per month to take care of Lynx. Please contact me if you are interested. BTW, I am an Indian so anyone calling me, please don't speak to me in Chinese, Malay or Tamil as I'm not very fluent in these languages.",c0503dd75,3,2.0
6980,Escape From Mps,1,307,0,1,1,2,0,0,1,1,2,1,1,2,1,1,0,41332,22cc0f28c2576142aaa1e014152bf0f4,0,"The mother dog is a very friendly alley stray dog. Please spread the news to anyone that might want to keep pets. Vet has treated the puppies. Deworming was given. I'm able to send the puppies to Melaka. 21July, sad day for them as mummy dog was caught. First vaccine has been given.",26bba34a6,1,4.0
6981,,2,307,0,1,3,1,2,7,3,2,2,2,2,2,1,2,0,41336,2d7a015717fefec7242162c54cb2c050,0,Two extremely adorable puppies looking for a new home. One male and one female. Please contact me by whatsapp or call for adoption.,c92b59557,2,4.0
6982,EMO,36,205,0,1,1,1,2,7,3,2,2,1,1,1,1,1,0,41326,bb41f9a9d596e12a51c77df31ecd6d0c,0,EMO - Shih Tzu 3 years old Male For Adoption,34259113,1,1.0
6983,Irish,60,122,0,1,1,2,0,0,1,3,3,1,1,1,1,1,500,41326,a94ec53c332399e67cfc6f2f2c83955b,0,"Irish was rescued from a home where he was neglected. His fur was matted, had mange so bad there were open wounds on him. Its been 6 mths since the rescue, irish now has his beautiful long fur back and has been neutered. He's a very loving attention seeking dog despite all he has been through, his only fear - vets and hates his ears being cleaned and nails cut.",5287fead8,2,1.0
6984,,6,60,0,1,1,7,0,0,1,1,3,1,1,1,1,1,0,41401,028d3698b257790e39cee7f18e7851a6,0,"This puppy has been adopted and will go Adam and his family in Johor Bahru on Friday, 7 September. 这小狗已经被领养了。周五,九月7日他的新主人(Adam)将来取它回新家。",ba4811f35,1,2.0
6985,Mudita,4,307,0,1,3,1,4,6,3,1,2,2,2,2,1,7,30,41326,517e79ebf2c18fe140193ddf5161e202,0,A wondering mother dog gave birth 8 puppies under my car outside my house. 1 weak puppies dead and the other 7 manage to survive till today. The puppies living in the back lane of my house together with the mother dog. I am providing a small space in my backyard to keep them temporary.,1349f68db,5,2.0
6986,Sophie,2,213,307,2,2,7,0,0,1,2,1,1,1,2,1,5,0,41326,f873597f23a3ac060c5c7c3526b71344,0,"Sophie is a very adorable puppy and playful girl. She is one of the 5 siblings located in Kepong. She is smart, alert and friendly. She is a very good natured dog and will be great to find a responsible owner who will care for her, and give her a forever. She has a very cute face and is very alert at all times. Once you meet her you will fall in love with her. She needs a foster home urgently. Vaccination and neutering cost to be borne by adopter. Please call (Tony) if you can give this pretty girl a home or even foster her.",48432dfa0,3,4.0
6987,Wisdom,10,307,307,1,1,2,0,0,1,2,1,2,2,2,1,1,0,41326,13733222f015ec6a0017c3c0527738ff,0,這是我朋友救起來的狗狗，但是他不能留下它，希望有好心人可以給狗狗一個家。.. 歡迎愛狗人士,03188ecad,2,2.0
6988,,1,307,307,1,3,1,2,7,3,2,2,2,2,2,1,10,0,41401,78ec79634d350f6850fdd4a335cab431,0,"We urgently seek help for fosterer who can help us to rescue this 9 innocent pups that was delivered in a market in Old Klang Road. Mama dog is currently feeding her pups, but the hawkers in the market wanted to throw them away in the dustbin if nobody is coming to take them away. Please call Vivienne at if you are able to extend your helping hand! *reimbursement of spaying fee and vaccination fee is imposed on the pups adopted.",91c2edae8,21,3.0
6989,,1,307,0,1,2,7,0,0,1,2,2,2,2,3,1,2,0,41401,f74751a9a9d6c52bb6d8d4222b56aab0,0,"Hi i have 2 female puppies to give away , We are looking for adopter who can take care them in a good way and love them as part of their family. Location : Taman Maluri , Cheras Kuala Lumpur Note: Only for serious adopter and ready to commit. Ms.Abhi Email : HP:",d680ddf5d,11,1.0
6990,,1,307,307,1,3,1,3,4,3,2,2,2,2,2,1,7,0,41326,93b9bd02cfbd0944686ceee8798b9eec,1,"The puppy came from the stray dogs in front of my house which we feed them everyday. 5 black and brown like German shepherd, 1 black and white and 1 golden brown. call me at or whatsapp for adoption.",6ab0ddda3,10,3.0
6991,Lady Smellanor,96,69,0,1,2,2,5,0,2,1,2,1,1,1,1,1,0,41326,920d8cc91447e6c6b7c817b399b760ce,0,"Hi there. Call me Lady, or as my foster mama calls me, Lady Smellanor. She thinks it’s funny. I don’t. I hate this name. That is why I need a new home with sane owners who will give me a pretty name… like I deserve! I was found wandering around a bustling urban area. All by myself. My rescuers think I got lost. My foster mama thinks I was abandoned. My vet thinks I was used for breeding. My foster grandmama thinks I was abused. No one really knows my story… no one really knows my pain. Only I know the suffering I have borne. Only I know the darkness I have travelled through. The sad truth is, I will never see light again. You see, I am blind. My previous owners did not take care of me the way they should have. My eyes and ears need meticulous daily care. My poor teeth need to have plaque-remover applied every day followed by gentle brushing. Because my teeth have deteriorated after years of neglect, I smell a little pungent. And that is where my insensitive foster mama thought it was okay to name me Smellanor! Oh, the nerve! Other dogs frighten me. I don’t mean to, but when I am afraid I attack. My foster mama says I am no real danger to anyone. Even if I do charge at another fur-dude or fur-dudette I always miss. To be honest, I seldom know where I am. Being plunged into a world of darkness is not easy. I keep bumping into things and falling into holes. My foster mama thinks it is hilarious to call me Stevie Wondress. That woman needs to get tested! I am old, tired and gray. All I want is a healthy arm to be my stay. I pray that someone will adopt me just to love me and protect me. I am house-trained and extremely obedient. Never will I bark, or bite, or disappoint you. Never will I leave your side, until I leave this world. If you have room in your home and in your heart, would you let me in? Would you spare me a chance to live happily with what is left of my days? I hope the angels whisper in your ear tonight, so you will find your way to me. I’ll be waiting…",f9e4762d2,11,0.0
6992,Siggi,36,195,0,1,2,6,0,0,1,1,3,3,1,3,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Siggi is a beautiful female, estimated to be between 3-5 years old. She was abandoned due to skin allergic problems. She was shaved bald and her skin condition has been treated now. Fur is growing back nicely but she may need to be on special kibbles. Very clever and obedient girl, understands English and does her poo and pee outdoor. Only as indoor pet and adopters must spay her. There is a scar on her belly and we are not sure if it is a spay mark. Only as indoor pet and occasional grooming is needed. No picture available, please call me if interested.",fba2f803d,0,2.0
6993,Mylo,36,307,0,1,2,2,0,0,1,3,1,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Milo is a well behaved, alert and loyal dog. Good watchdog. Milo belongs to a friend, who wants to give Milo to a good home as she has too many dogs at home. Please call if you can give her a good home.",3757e3734,2,4.0
6994,Hush,48,20,0,1,1,1,2,7,3,2,1,2,2,2,2,1,200,41326,50a39908593505291b7eca369fbcdc53,0,"We rescued Hush one week ago, hush must be abandoned by owner,i think he was rangers around for sometime ago.. he got many fleas and i tried many solutions to clear his fleas and his ear got a horsefly worm on his ear currently.. we are rescurer but our money have limit..so this is our problem cant keep him in our small house..we spent money on his fleas problem and two time grooming already.. so if you are seriously a dog lover and interesting with adopt Hush.. i will collect a rm for our heart to continue on rescue others dogs..i hope you adopted him and must straight bring him to the vet for vaccinations and deworm by yourself and important thing is his ear horsefly worm must clear it first.. after i hope you bring him to vet for spay him.. he is very smart boy knew simple commands and also friendly to people.. if you are seriously interesting dont mind to call me MrLeo",36d764abf,4,1.0
6995,Shorty,48,307,0,1,1,2,0,0,1,2,1,1,1,3,1,1,0,41326,c872581486cd89c7c6d02495fbfacb64,0,"Shorty as we fondly call him, is the little doggy camping out at our place. The owner abandoned him when they vacated their house, leaving him in the house compound. I am currently taking care of it. Due to time constraint and limited space we are looking to give him to someone who can take good care of him. Very playful fellow and needs lots of attention, He must be only 2 years old or so. Perfectly healthy, no ticks, skin problem or any disabilities. Let me know if you know anybody suitable that would wish to adopt him.",dce7af31c,2,4.0
6996,Latte,1,76,218,2,2,1,7,0,2,2,1,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Latte is an extremely smart and happy puppy. Excellent watchdog. She currently weighs about 20 kgs. Active, very alert and clever. Loves to be with people, follow you around and easy to train. Good as a single dog. Toilet trained on grass. Great as family dog cum watchdog. Vaccination and neutering are compulsory, cost to be borne by adopter. Please call if you can give her a good home.",4733d5e7a,27,4.0
6997,Ruby,1,307,307,1,2,2,0,0,1,2,2,2,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,For Adoption,0fd9076d7,14,2.0
6998,Summer,72,307,0,1,2,1,2,7,3,2,1,1,1,1,1,1,0,41327,fe7e8d2639220a64bd175caf3d3133f9,0,"Very active female dog. Her name is Summer. She is strong, healthy, fit & likes going for walks.",6fea8ac52,1,4.0
6999,Jerry,4,307,307,1,1,1,2,7,3,2,2,1,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,For Adoption,6e50b52c9,2,2.0
7000,Jack And Jill,4,103,307,2,3,1,2,5,3,2,1,2,1,2,1,2,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Jack and Jill are siblings who lost their mother. Jack has just been sent to his new family. Jill is looking for a loving home. She has gorgeous eyes and cute ears, and very shy. Jack renamed Max, rehomed in SS2 to Kim Hee. Jill renamed Angel, taken by Joyce Gan to Tanjung Malim.",6914ade58,5,3.0
7001,Coco,3,307,0,1,2,1,2,0,2,2,1,2,2,2,1,1,0,41326,f45d8c72a87f27427cd28fc3cd2d7ce3,1,How can you resist this lil fat furball? Coco is one of the 7 litter pups I m helping to feed. She is super friendly and her tail has super wagging power ^^ Interested to be part of this furball hero pack? Whatsapp or msg me pls. Super Coco is in Klang and I can send to for free... within a km range only lah....,560d2b399,4,4.0
7002,Mikel,3,307,0,1,1,2,7,0,2,2,2,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,He was dump together with his 4 siblings in a market. Active and intelligent No tying or caging for long hour except for precautionary purposes Commitment to neuter him is compulsory Serious adopter pls call.,9b09190e4,4,1.0
7003,"Snoopy, Winny, Colly And Bobby",2,307,0,1,3,1,2,5,3,2,1,2,2,2,1,4,0,41326,90191b06d602e8d45b4ce25dd22c6a3e,0,"These cute puppies were found at my friend's construction site in bangsar... we are worried that they may be caught and destroyed...please, if any kind souls will mercy upon these cuties and care to give them a good home and loving care. God bless the kind souls who save them.",af4941f15,4,3.0
7004,,1,307,0,1,2,1,2,5,3,2,2,2,1,2,1,3,0,41401,7f71506e7120869b4f06a9127b568dea,0,"Abandoned puppies. All female, very friendly and playful.",7e3c6f81d,1,3.0
7005,Nuno,7,307,307,1,1,1,7,0,2,2,1,1,1,1,1,1,0,41401,3e7af740ebbb62b9f9263af775d1fa5f,0,Please contact : Stuart Stewie,e2bb56954,1,4.0
7006,CREMO,1,307,307,1,1,2,5,7,3,2,2,1,1,2,1,1,0,41326,2bc582de6743ec43f6f4e8c585cc728b,0,"CREMO, ALONG WITH HIS 4 OTHER SIBLINGS WERE RESCUED RECENTLY AND NOW NEEDS A NEW HOME. IF YOU HAVE A PLACE IN YOUR HOME, AND MOST IMPORTANTLY YOUR HEART, THOMAS WOULD LIKE PERMANENT RESIDENCY his vaccinated and dewormed too, so his healthy and happy just for you/// TO ADOPT CREMO: CALL.. HASVEEN-",3dd6ea6bb,2,1.0
7007,Angel,2,307,0,1,2,1,2,0,2,2,2,2,2,2,1,1,0,41330,f2522890ad604bf70421af61cb871a96,0,"A kind Feeder rescued Angel and is fostering her now. Angel is 6 week old and looking for a good home and a good family. She is very young and need love , patient and attention, so must take care her well. Please call or What app to this no or email to",2f3d368d3,2,2.0
7008,LeiLei,4,78,307,2,2,1,2,0,2,2,1,1,1,2,1,1,0,41326,a042471e0f43f2cf707104a1a138a7df,0,"LeiLei is very healthy. Used to human touch and very tamed and docile. She likes to eat and love to be around with her playmates. Oh, ya, she likes to sleep too!",072bb91b4,6,3.0
7009,Panda,30,205,0,1,2,7,0,0,1,1,2,1,1,2,1,1,500,41326,eef145eefa54d9f08c44217170f9560a,0,"Panda is a rare Shih Tzu breed that I adopted 2years ago. However, due to my relocation, I will no longer stay in Malaysia to take care of her, thats why im looking for a caring and responsible adopter to take care of her. I will provide her toilet, 3 beds, toys, pampers and etc along with her.",b7351540f,5,3.0
7010,,38,17,0,1,1,3,5,7,3,2,2,1,1,2,1,1,0,41326,914c57e618b1103a91350b08505704b0,0,Very adorable puppy. Friendly. Never bite… Very healthy puppy…,8e0d93659,1,4.0
7011,Bambee,9,307,0,1,1,7,0,0,1,2,1,1,1,1,1,1,150,41326,da254828fea81df2ca2e807706e04b32,0,"Bambee is still a playful and gentle young dog. Needs a new owner who can give the dog lots of love and freedom. Adoption fee is to subsidize the neutering. For further info, please contact LC at. Thank you",fa89bfa82,5,3.0
7012,Sincan & Vanila,2,307,0,1,3,5,7,0,2,2,2,2,2,2,1,2,0,41326,3da6b913281a9057cfc6bf9f9788ac93,0,"I have been fostering the mother and her 7 puppies. 3 puppies has been adopted. 2 puppy pending adoption and relocation. Left 2 puppy available for adoption. There are not vaccinated and neutered yet as it can only be done at the age of 3 months and 6 months for neutered. However,I am willing to share the cost with the adopter. I can provide the cage if it necessary. I am also able to help with transportation within KL and Selangor area.",5ac95823c,4,2.0
7013,Bieber,9,109,0,1,1,3,0,0,1,3,3,1,1,1,1,1,200,41326,55031315f7bac6061ec15ddcf928185c,0,for adpot pls call dog very healty no time to take care,2cf6b6627,3,1.0
7014,Britanny,2,307,0,1,2,1,2,0,2,2,1,2,2,2,1,1,20,41327,7ed6d84e2e6879245e55447aee39c328,0,"The puppy is currently taking shelter at SPCA Seberang Perai. Please contact SPCA Seberang Perai if you are interested to adopt her as your pet. Alternatively, visit for more puppies/dogs for adoption.",ad5250ecf,1,3.0
7015,Bacon,2,307,0,1,2,1,2,0,2,2,2,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,No tying or caging for long hours except for precautionary purposes Commitment to spay her is compulsory,e156e8aa0,1,2.0
7016,Muki,3,307,0,1,1,1,7,0,2,2,2,1,1,2,1,1,0,41326,0b996c8c7f49d0cc9bf769743251fa67,0,"name: Muki (we are so happy that he has finally found his dreamed home! now he is with his wonderful family) age: 3month, dewormed, frontlined and done first vaccination. personality: he is a very active,cheerful, and alert one. His personality was very much like a golden retriever puppy :) only that he is without the long fur. He is definitely a lovely and a good family dog.plus he is also toilet trained. feel free to visit, call or text me at: History: He and his brother were born from a stray female dog in front of my housing area. The female dog first batch puppies were all died, aren't able to survive the harsh weather. These would be her second batch baby. it was originally 6 puppies which she hides in bushes, but 4 died and I can't hold myself but to bring the two survivors in. It takes some effort to bring the mother inside the house to breastfeed the puppies, but with the help of Save A Stray NGO, I am able to bring the mother so they are able to survive till now. The mother will be spayed and release as a community dog. His brother has been successfully adopted!yayy.. he is pretty much lonely now, so I do really hope that Muki will find the love he need.",4b3efcfe0,7,3.0
7017,Bobby,7,307,0,1,1,1,2,0,2,3,1,1,1,1,1,1,0,41326,23a604934e75adf0f54c32de4fc4bba2,0,it was found around my housing area. my dad once showered him because he accidentally fell into the drain. then one day it just decided to stay at our home and be our family. just adopt him you won't regret I PROMISE. he's cute af. every time when we come home he'll walk up to us and stand up and just do what you need to melt your ice cold heart 😏. just adopt him please. we can't do it due to the our financial ability. if you could love him unconditionally just contact me.,f555570eb,1,4.0
7018,,2,44,307,2,1,1,5,0,2,2,1,3,3,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,Beautiful mix breed puppy looking for a forever home. If u are intetestedto adopt pls contact Joyceline,f8530e295,2,2.0
7019,Mace,3,307,0,1,2,2,0,0,1,2,1,1,1,2,1,1,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,Very intelligent. Currently foster in Klang.,5c7136c2e,1,3.0
7020,Skinny,9,307,0,1,1,2,0,0,1,2,2,1,1,1,1,1,0,41327,fd970cc91d06d82eebf046340137b272,0,"He is an abandoned stray. He was left on the street to survive all by him self since he was a puppy. Now... Skinny... 7 months old male. He is a fully vaccinated. He is a strong distemper survivor. Very friendly and can be a good guard dog. Skinny is too human friendly to be living on the street. Please help me find home for him. Contact : Alexis/ You can also visit him here: One Petz 2-1-20 One Square, Tingkat Mahsuri 1, Bayan Lepas. Penang.",bb90447e5,5,4.0
7021,Buddy,72,141,0,1,1,5,0,0,1,3,1,1,1,2,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Buddy needs a new home. His master is relocating and can't bring him along. Super friendly dog and great with children. Trained to walk off leash. Knows basic command to 'SIT','DOWN', 'UP', 'GO' 'GIVE ME' (picking up things). Buddy was adopted by this current owner about a year ago. He was found wandering in Kepong and put up for adoption after the rescuer failed to track his owner. This is currently his second home and we hope to find a forever home for him. He will be neutered before going to his new home. Cost will be borne by adopter. No tying up or caging. Only for KL residents. Please call if interested.",e218c632b,6,2.0
7022,,12,307,0,1,2,1,2,0,2,3,1,1,1,1,1,1,0,41326,8b6c5cd067ada5f54ca5ffc7f7b5d896,0,If you are ready for gentle Kat please call or whatsapp Jocelyn to adopt. She loves to snuggle up to ask for hugs. She makes a lovable companion dog. Adoption requirement is reimbursement of vaccination and neutering fee. Please DON'T email or sms.,f394d4aad,20,4.0
7023,,3,307,0,1,1,2,0,0,1,2,2,1,1,2,1,1,0,41330,583c3f4646373188b58dc42ca653eec5,0,3 month old pup looking for a good home. Preferably from Ipoh area.,92b5de07f,1,1.0
7024,Money,24,307,0,1,1,5,7,0,2,2,1,1,1,2,1,1,0,41401,3f5fd652cf756fc06a117ec48b108c09,0,"Money is a friendly and loving dog with a cheerful and active characteristic. We had been taken him from the street since young and recently, due to health issue, his major and only caretaker were diagnosed with cancer, we are really short of manpower and have to let him go. We strongly hope that we can found him a loving family here. We will castrate him soon as needed and hope that we can be updated regularly after his adoption. Thank you!",3befd2af6,2,4.0
7025,JUNIOR,4,307,0,1,1,1,3,0,2,3,1,1,1,2,1,1,0,41326,7b107e61f7d24a581e46e0abc4d2a7a7,0,Junior was dumped at my guard house 2 months ago together with another female named Sunkist. This boy is active and playful.,dfe83669d,1,1.0
7026,Bessy,5,103,307,2,2,1,2,0,2,2,1,1,1,1,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,Intelligent puppy looking for a home sweet home.Alrdy spayed and ready for a home. Interested to adopt pls contact Amy,179c21d17,4,3.0
7027,Lilo,6,20,179,2,1,1,7,0,2,2,3,1,3,1,1,1,200,41326,fb7068e058ddaee1cf8c2c5ed6f27ef5,0,"Hi, I have a beagle mix poodle to let go. Its only 5 months old. I could not keep it any longer as I'm shifting to a condominium and it's highly prohibited.",595b8d58f,3,2.0
7028,,48,307,307,1,2,2,0,0,1,2,1,3,3,1,2,1,0,41326,4a8bd81b9c929b2e1594d9bcc24c6761,0,Found this little girl at the side of the road in ss15. Been feeding her but recently people are coming to bother her and hurting her by hitting her. Hopefully can find her a good home away from those abusers. She's a pretty little angel and she is really friendly and smart as she understands sit and hand 😊 do contact me at if you wish to adopt her or foster her until we find her a good home ❤️,cf9bc2dc8,3,4.0
7029,Saddie,48,195,0,1,2,6,0,0,1,1,2,1,1,1,1,1,0,41326,95481e953f8aed9ec3d16fc4509537e8,0,Saddie is up for adoption. She is about 3-4 years old. The pretty pedigree girl is very sweet and very friendly. If you wish to adopt call. Thank you,323f562e0,1,1.0
7030,Love & Faith,11,76,307,2,2,1,2,7,3,2,2,1,3,1,1,2,0,41335,29244d79de49a27256049d50b46843fb,0,Kuantan People............SOS Found these 2 loving dogs at Semambu area in Kuantan.. We had to rescue them as people have seen both of them beaten up by some irresponsible people. Suspected they ran from their home as we noticed both these female dogs were previously spayed..as they got the surgeru mark...they are calm in nature and they had collar marks around their neck. URGENTLY need the owner to claim them back / someone to be kind enough to adopt them / someone to foster them for short period of time......both have been spayed and very much a house dog...the brown dog will be discharged from Vet today....I urgently need someone from Kuantan to help out..............Kindly spread the news around....... We are already fostering the black spot dog along with our 6 more dogs and can't take in the brown one..................I urgently need HELP PLZZZZZZZZZZ Kindly call : Govin- / Sharm-/ Dr Lean-,e2f5253f7,1,4.0
7031,,1,307,307,1,1,2,7,0,2,2,1,2,2,2,1,2,0,41326,0bf4b0c13f28ce586bcd6050be0a7524,0,Puppies for adoption,93df8b5c7,6,1.0
7032,,1,307,0,1,2,1,2,0,2,2,1,1,1,2,1,1,0,41326,89c6f93e7aa2c394634306ac9efe4072,0,"This puppy is currently living in an abandoned carpark and if not adopted, might be caught by the council as people has filed complaints against them. Very cute and will be neutered and vaccinated once it is 3 months old.",51e25fe8b,1,3.0
7033,,3,39,307,2,2,1,5,7,3,2,2,2,1,2,1,1,0,41326,a042471e0f43f2cf707104a1a138a7df,0,"Lil Panda Girl is a cute and adorable pup who attracts loads of attention. She is greedy and enjoys eating. She is also a quiet pup but surely enjoy her furry friends companion. A playful and smart escape artist. She is free for adoption but adopter has to reimburse the cost of spaying & vaccinations for our on-going spay-neuter programme. Please contact Sam () to make an appointment to meet up with this cutie pie. If I do not pick up your phone call, please text me and I will return your call a.s.a.p.",f72db59b3,9,3.0
7034,Rocky,60,307,0,1,1,3,0,0,1,2,2,1,1,1,1,1,0,41326,21ede361c0d02607827eb853f6126a46,0,"Rocky was living in an empty house in a housing scheme. Unfortunately the house was recently bought over and subsequently the new owner did not want him there anymore. Ever since Rocky is looking for a new home. He is an excellent guard dog who needs not much. Only shelter from the rain and sun, food and a friendly owner. That's all.",48c9474d9,3,2.0
7035,Venus,5,218,307,2,2,3,0,0,1,2,1,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Venus is a very adorable terrier cross. She is kind of small but very active and alert, and a good watchdog. Currently sleeps indoor and toilet trained on grass. Must have time to exercise her or have a big yard for her to run in. Would like her to be indoor at night. No caging up. Please call if you can give her a good home. Adopted by Kristin.",9e2af0f7a,2,3.0
7036,Hazel,24,307,0,1,2,1,2,0,2,2,1,1,1,1,1,1,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,"Hazel's size is medium to large, very good-looking and has a shiny coat. She's also a good guardog.",d7dd71467,8,4.0
7037,,2,307,0,1,1,1,2,0,2,2,2,1,1,2,1,1,0,41326,e5f791909629e34d5dcef44bbaf3da37,0,"SMS or call if you would like to adopt Foxy or one of her puppies. I will be on a client site and may not have access to my phone. Please leave a text message if I don't pick up. Will call or text back as soon as I can. ********************************************** This is Big Boy, one of Foxy's pups. Big Boy is looking for his forever home. He is a really sweet and loving boy and will make a great companion. He is healthy puppy. He has been dewormed and has already received his first vaccination. He is now ready to go to his new home. ****************************** The term & conditions for adoption are: 1. There is no adoption fee, but any donation is greatly welcome to defray the costs of deworming, vaccination, neutering and other medical costs. 2. An interview and a home visit will be conducted before the pups or Foxy are released to their new home. 3. They should not be caged or chained for long periods of time. 4. They must be provided with sufficient food, water, exercise, medical care (when necessary) and clean shelter from the heat and rain. 5. The pups MUST be neutered by the adopter when they are older - 3 months. This is NON-NEGOTIABLE. If you are unable to agree to the T&Cs above, please do not contact us.",43d31be6c,1,1.0
7038,Tiger,12,307,307,1,1,1,4,0,2,2,1,2,1,2,1,1,0,41326,0477e713352d530285ae3003f0186623,0,"TIGER BEEN ADOPTED BY A KIND FARMER FROM PERAK ^^ Found him wandering around my neighborhood 3 weeks ago when I took my dog out. Suspected to be an abandoned pet since he knew the command SIT, and to do his business outside the house. He is very quiet and quite submissive. But I am working out with the submissive part, hoping that he will gain his self- confidence. He can be quite manja at times =) Tiger is with me in Bandar Kinrara 4, Puchong (Near Giant Kinrara), please do contact me at ( sms/ call) if you're able to give him a permanent home. Terms & Condition: 1) Spay/ Neuter him. 2) Vaccinate & get a license for him. 3) Provide love, care, attention, and educate them. 4) DO NOT let him run out of your house compound without putting on leash. 5) FREE adoption, but that doesn't mean you can eat/ torture/ dump it anytime you want. It's a commitment, so be committed.",4a4d8cadb,7,2.0
7039,Baloo,6,307,0,1,2,1,0,0,1,2,1,1,1,1,1,1,0,41326,72da73fe3eec6c512cc04371f97760b5,0,Baloo is really an angel! She is super friendly and full of kisses. She wags her tail all the time and gets along very well with other dogs as she is submissive and quiet. She loves to roll over for belly rubs and trusts people very easily. Please give me a call if you have a place in your heart for this sweet angel :),5e203eeaf,15,3.0
7040,Niu Nai,2,307,0,1,2,5,7,0,2,3,2,3,3,3,1,1,0,41326,e96d7901bec8cfbb25a934805d705a51,0,i found tis dog behind my hse n she had been adopted few days ago but her current owner wan to abandon her now..oni SERIOUS adopter is needed..pls msg me or email me if interested..,eee978cc3,5,1.0
7041,Pepsi,3,307,0,1,2,1,0,0,1,1,2,2,2,2,1,1,0,41326,14f8e6e3966c1ea5a6ed7ec765f1ee48,0,"Pepsi was found in front of my house few months ago. She was injured that time. I have adopt her for few weeks. So far she is fully recovered. Due to the inconvenience of accommodation (I am renting a room as I am studying in university now), I have to let Pepsi to adopt by other. Please adopt her if you really care of her.",cfbbeec5a,2,4.0
7042,Manis,10,44,76,2,2,2,7,0,2,2,1,1,1,1,1,1,0,41327,cccb18b8f8b81862f9a1ebc65d651d22,0,"This is Manis she was adopted during an SOS adoption drive last summer, loved dearly until it was brought to our attention that the adopters had a human baby, now no longer in the house, malnourished and skinny needs a new loving home, shes a beautiful girl, its so sad, you can see her bones, she is very sweet and confused. xx",0e9c1385c,2,4.0
7043,,2,307,0,1,1,1,7,0,2,2,1,2,1,2,1,1,0,41327,fd970cc91d06d82eebf046340137b272,0,"2 months old male puppy for adoption. Adopters must vaccinate,spay and keep puppy indoors/fenced. call/whatsapp me if interested:/ Address ONE PETZ 2-1-20 ONE SQUARE, TINGKAT MAHSURI 1, BAYAN LEPAS, PENANG.",8da7afcd4,2,3.0
7044,KiamHu,36,205,0,1,1,2,5,7,3,1,3,3,3,3,1,1,0,41401,63d0e799dd73caa63051f6a75c81d895,0,"Found in PENANG - at Lebuh Queen near Little India here. He was walking around, clumsily avoided the cars on the road. He is not independent enough but very gentle and friendly so I decided to take care of him for the moment. Currently he has no appetite to eat, I think he has just lost his owner not long ago. If you're the owner of this dog, do contact me  (Jolyn Ch'ng).",2cb770ad7,2,3.0
